order_id,order_date,category,product,unit_price_try,quantity,discount_pct,revenue_try,region,channel,customer_rating
ORD-11118,2025-04-16,Home & Living,LED Desk Lamp,291.35,1,0,291.35,Marmara,Mobile App,3
ORD-11748,2025-04-17,Electronics,Power Bank,430.04,3,0,1290.12,Black Sea,Desktop,5
ORD-12230,2025-04-17,Home & Living,Storage Box Set,432.63,1,0,432.63,Marmara,Mobile App,3
ORD-12198,2025-04-18,Electronics,Phone Case,591.8,1,30,414.26,Southeastern Anatolia,Mobile App,1
ORD-10167,2025-04-18,Apparel,Sports Shorts,82.32,1,0,82.32,Mediterranean,Mobile App,5
ORD-10953,2025-04-19,Electronics,Bluetooth Speaker,252.49,1,20,201.99,Black Sea,Mobile App,4
ORD-10374,2025-04-20,Beauty,Shampoo,396.38,1,0,396.38,Black Sea,Mobile App,4
ORD-10683,2025-04-20,Apparel,Cap,234.26,1,15,199.12,Aegean,Mobile App,4
ORD-12301,2025-04-20,Apparel,Cap,282.35,1,0,282.35,Eastern Anatolia,Mobile App,5
ORD-12149,2025-04-20,Apparel,Sports Shorts,267.78,1,30,187.45,Central Anatolia,Website,5
ORD-12233,2025-04-22,Apparel,Basic T-Shirt,279.94,1,0,279.94,Black Sea,Mobile App,2
ORD-12259,2025-04-22,Apparel,Cap,126.04,1,0,126.04,Marmara,Mobile App,3
ORD-11074,2025-04-23,Electronics,Smart Watch,674.13,1,0,674.13,Mediterranean,Mobile App,4
ORD-10424,2025-04-23,Sports & Outdoor,Water Bottle,91.18,1,0,91.18,Central Anatolia,Mobile App,5
ORD-10023,2025-04-23,Electronics,Smart Watch,1197.63,1,30,838.34,Aegean,Mobile App,5
ORD-10656,2025-04-23,Home & Living,LED Desk Lamp,153.3,1,15,130.3,Aegean,Mobile App,2
ORD-10927,2025-04-24,Sports & Outdoor,Water Bottle,357.91,1,30,250.54,Aegean,Mobile App,5
ORD-12073,2025-04-25,Electronics,Power Bank,372.73,1,20,298.18,Black Sea,Website,5
ORD-12129,2025-04-25,Home & Living,Candle Set,446.93,1,0,446.93,Central Anatolia,Website,5
ORD-10485,2025-04-26,Beauty,Lipstick,347.14,1,0,347.14,Eastern Anatolia,Mobile App,4
ORD-11753,2025-04-26,Electronics,Bluetooth Speaker,783.91,2,0,1567.82,Eastern Anatolia,Mobile App,3
ORD-12044,2025-04-26,Home & Living,Throw Blanket,282.71,1,10,254.44,Central Anatolia,Website,5
ORD-11950,2025-04-27,Apparel,Basic T-Shirt,259.05,1,15,220.19,Marmara,Mobile App,1
ORD-11936,2025-04-27,Sports & Outdoor,Yoga Mat,201.68,1,0,201.68,Aegean,Mobile App,5
ORD-10945,2025-04-27,Electronics,Bluetooth Speaker,758.78,1,0,758.78,Marmara,Mobile App,4
ORD-11034,2025-04-28,Home & Living,LED Desk Lamp,228.36,1,10,205.52,Black Sea,Mobile App,5
ORD-10234,2025-04-28,Electronics,Bluetooth Speaker,695.76,1,10,626.18,Aegean,Mobile App,4
ORD-10431,2025-04-28,Home & Living,Storage Box Set,256.28,1,0,256.28,Eastern Anatolia,Website,5
ORD-10549,2025-04-28,Apparel,Sports Shorts,338.36,1,0,338.36,Aegean,Mobile App,4
ORD-12144,2025-04-29,Home & Living,Aroma Diffuser,248.37,1,0,248.37,Mediterranean,Mobile App,4
ORD-10303,2025-04-29,Apparel,Sweatshirt,340.86,1,0,340.86,Eastern Anatolia,Website,4
ORD-10839,2025-04-29,Sports & Outdoor,Backpack,116.94,1,0,116.94,Marmara,Mobile App,4
ORD-11252,2025-05-01,Home & Living,Throw Blanket,286.02,2,0,572.04,Aegean,Website,2
ORD-12296,2025-05-01,Beauty,Moisturizing Cream,87.75,2,0,175.5,Southeastern Anatolia,Website,5
ORD-11166,2025-05-02,Electronics,Wireless Earbuds,786.99,1,0,786.99,Marmara,Desktop,5
ORD-10686,2025-05-03,Apparel,Cap,328.04,1,0,328.04,Aegean,Mobile App,4
ORD-10121,2025-05-05,Beauty,Sunscreen,316.71,1,0,316.71,Southeastern Anatolia,Mobile App,4
ORD-10816,2025-05-06,Beauty,Shampoo,210.58,3,0,631.74,Central Anatolia,Desktop,4
ORD-12368,2025-05-06,Sports & Outdoor,Yoga Mat,294.98,1,0,294.98,Marmara,Website,2
ORD-11878,2025-05-07,Apparel,Sports Shorts,217.99,1,15,185.29,Mediterranean,Desktop,5
ORD-10388,2025-05-07,Sports & Outdoor,Bike Lock,291.23,1,0,291.23,Southeastern Anatolia,Website,4
ORD-12096,2025-05-07,Home & Living,Throw Blanket,264.03,1,10,237.63,Aegean,Website,1
ORD-10881,2025-05-08,Apparel,Sports Shorts,88.04,1,0,88.04,Marmara,Mobile App,5
ORD-10756,2025-05-09,Home & Living,Aroma Diffuser,140.91,1,10,126.82,Aegean,Mobile App,4
ORD-10898,2025-05-09,Electronics,Phone Case,300.72,1,0,300.72,Central Anatolia,Website,5
ORD-10970,2025-05-10,Electronics,Wireless Earbuds,209.46,1,0,209.46,Southeastern Anatolia,Mobile App,3
ORD-10608,2025-05-11,Electronics,Bluetooth Speaker,1017.0,1,20,813.6,Eastern Anatolia,Website,5
ORD-12226,2025-05-11,Electronics,Smart Watch,653.24,1,0,653.24,Marmara,Website,4
ORD-10713,2025-05-12,Apparel,Sock Set,76.98,1,0,76.98,Southeastern Anatolia,Website,5
ORD-10716,2025-05-12,Home & Living,Aroma Diffuser,196.55,1,15,167.07,Aegean,Mobile App,5
ORD-12036,2025-05-14,Sports & Outdoor,Fitness Band,472.05,1,0,472.05,Marmara,Mobile App,5
ORD-11422,2025-05-14,Beauty,Shampoo,149.7,1,0,149.7,Aegean,Desktop,5
ORD-11445,2025-05-15,Beauty,Sunscreen,230.98,1,0,230.98,Eastern Anatolia,Mobile App,5
ORD-12308,2025-05-16,Apparel,Sock Set,94.91,1,0,94.91,Mediterranean,Website,3
ORD-10625,2025-05-17,Home & Living,Throw Blanket,342.75,1,0,342.75,Aegean,Desktop,5
ORD-11008,2025-05-17,Beauty,Lipstick,75.25,1,20,60.2,Southeastern Anatolia,Website,5
ORD-10967,2025-05-17,Electronics,Phone Case,921.07,1,0,921.07,Black Sea,Mobile App,5
ORD-12276,2025-05-18,Electronics,Wireless Earbuds,1131.83,1,0,1131.83,Aegean,Desktop,5
ORD-11607,2025-05-18,Beauty,Shampoo,93.27,1,0,93.27,Marmara,Website,5
ORD-10258,2025-05-18,Apparel,Sports Shorts,243.28,1,0,243.28,Marmara,Website,4
ORD-11398,2025-05-19,Home & Living,LED Desk Lamp,414.22,1,15,352.09,Aegean,Mobile App,3
ORD-10556,2025-05-19,Sports & Outdoor,Fitness Band,287.79,2,15,489.24,Marmara,Mobile App,2
ORD-12334,2025-05-20,Sports & Outdoor,Fitness Band,224.23,1,0,224.23,Mediterranean,Mobile App,2
ORD-11505,2025-05-21,Home & Living,LED Desk Lamp,87.59,1,0,87.59,Southeastern Anatolia,Website,5
ORD-10668,2025-05-21,Home & Living,LED Desk Lamp,441.13,1,0,441.13,Marmara,Mobile App,5
ORD-11097,2025-05-21,Home & Living,Storage Box Set,150.69,1,0,150.69,Marmara,Mobile App,3
ORD-11967,2025-05-22,Apparel,Sock Set,287.49,1,0,287.49,Southeastern Anatolia,Mobile App,5
ORD-11784,2025-05-22,Electronics,Phone Case,167.65,1,0,167.65,Eastern Anatolia,Mobile App,5
ORD-11658,2025-05-22,Beauty,Shampoo,70.87,1,0,70.87,Central Anatolia,Mobile App,3
ORD-11030,2025-05-22,Apparel,Sock Set,292.78,1,0,292.78,Marmara,Mobile App,4
ORD-10273,2025-05-22,Electronics,Phone Case,388.73,1,0,388.73,Aegean,Mobile App,4
ORD-11061,2025-05-23,Electronics,Power Bank,678.91,2,0,1357.82,Aegean,Desktop,2
ORD-12132,2025-05-23,Home & Living,Aroma Diffuser,324.03,1,0,324.03,Marmara,Mobile App,5
ORD-10216,2025-05-23,Apparel,Sweatshirt,108.57,1,0,108.57,Mediterranean,Mobile App,2
ORD-11438,2025-05-23,Apparel,Basic T-Shirt,221.54,1,0,221.54,Aegean,Mobile App,2
ORD-11428,2025-05-24,Electronics,Wireless Earbuds,1160.3,2,0,2320.6,Black Sea,Desktop,5
ORD-10052,2025-05-24,Electronics,Smart Watch,276.17,1,0,276.17,Marmara,Mobile App,1
ORD-11788,2025-05-24,Electronics,Power Bank,792.77,1,0,792.77,Central Anatolia,Mobile App,5
ORD-12002,2025-05-25,Electronics,Power Bank,531.81,1,30,372.27,Eastern Anatolia,Mobile App,3
ORD-10082,2025-05-25,Electronics,Bluetooth Speaker,581.77,1,0,581.77,Marmara,Mobile App,2
ORD-11633,2025-05-26,Electronics,Bluetooth Speaker,1129.17,1,0,1129.17,Marmara,Mobile App,3
ORD-11723,2025-05-27,Apparel,Cap,67.03,1,0,67.03,Mediterranean,Website,2
ORD-11507,2025-05-27,Apparel,Cap,310.01,2,0,620.02,Central Anatolia,Website,5
ORD-10027,2025-05-28,Beauty,Sunscreen,142.68,1,10,128.41,Aegean,Mobile App,2
ORD-11896,2025-05-29,Home & Living,Throw Blanket,217.29,1,0,217.29,Mediterranean,Website,5
ORD-11347,2025-05-29,Beauty,Face Serum,173.9,1,0,173.9,Marmara,Mobile App,2
ORD-12399,2025-05-30,Electronics,Wireless Earbuds,519.1,1,30,363.37,Marmara,Website,5
ORD-10108,2025-05-30,Apparel,Basic T-Shirt,165.95,1,15,141.06,Marmara,Website,5
ORD-10665,2025-05-31,Apparel,Cap,278.22,1,0,278.22,Aegean,Mobile App,5
ORD-11013,2025-05-31,Beauty,Shampoo,88.29,1,0,88.29,Southeastern Anatolia,Website,2
ORD-11540,2025-05-31,Beauty,Lipstick,378.04,1,0,378.04,Black Sea,Website,4
ORD-10511,2025-05-31,Electronics,Power Bank,1007.23,1,0,1007.23,Marmara,Desktop,3
ORD-11973,2025-06-01,Electronics,Power Bank,271.33,1,10,244.2,Central Anatolia,Mobile App,5
ORD-12086,2025-06-01,Sports & Outdoor,Bike Lock,246.97,1,0,246.97,Eastern Anatolia,Website,5
ORD-10299,2025-06-01,Beauty,Shampoo,237.83,1,0,237.83,Eastern Anatolia,Desktop,2
ORD-10030,2025-06-01,Beauty,Sunscreen,362.96,2,20,580.74,Black Sea,Website,4
ORD-11547,2025-06-01,Electronics,Smart Watch,1001.79,1,0,1001.79,Eastern Anatolia,Mobile App,4
ORD-11888,2025-06-02,Electronics,Smart Watch,465.85,1,0,465.85,Aegean,Desktop,1
ORD-12008,2025-06-02,Beauty,Moisturizing Cream,273.26,1,0,273.26,Central Anatolia,Mobile App,4
ORD-10256,2025-06-03,Sports & Outdoor,Yoga Mat,244.05,1,15,207.44,Mediterranean,Website,3
ORD-10358,2025-06-03,Beauty,Moisturizing Cream,311.39,1,15,264.68,Black Sea,Mobile App,4
ORD-10477,2025-06-03,Electronics,Smart Watch,1020.86,1,0,1020.86,Mediterranean,Mobile App,1
ORD-11433,2025-06-04,Electronics,Phone Case,499.74,1,0,499.74,Marmara,Website,4
ORD-12037,2025-06-04,Beauty,Shampoo,166.52,1,10,149.87,Marmara,Mobile App,4
ORD-11045,2025-06-04,Beauty,Sunscreen,196.7,1,0,196.7,Marmara,Mobile App,5
ORD-10480,2025-06-05,Beauty,Lipstick,279.34,1,0,279.34,Black Sea,Website,5
ORD-11145,2025-06-05,Electronics,Smart Watch,160.27,1,0,160.27,Black Sea,Mobile App,2
ORD-11629,2025-06-05,Apparel,Sock Set,163.67,1,20,130.94,Marmara,Mobile App,5
ORD-11287,2025-06-06,Apparel,Basic T-Shirt,137.4,2,0,274.8,Central Anatolia,Website,3
ORD-10126,2025-06-06,Apparel,Cap,269.45,1,0,269.45,Mediterranean,Mobile App,5
ORD-10203,2025-06-06,Electronics,Phone Case,1031.94,1,0,1031.94,Marmara,Website,1
ORD-10791,2025-06-06,Apparel,Sweatshirt,79.61,1,20,63.69,Aegean,Mobile App,4
ORD-10123,2025-06-06,Apparel,Sports Shorts,150.4,1,0,150.4,Marmara,Website,3
ORD-12124,2025-06-07,Beauty,Sunscreen,168.01,1,30,117.61,Black Sea,Mobile App,2
ORD-12174,2025-06-08,Sports & Outdoor,Bike Lock,353.49,1,0,353.49,Southeastern Anatolia,Mobile App,5
ORD-11142,2025-06-08,Sports & Outdoor,Fitness Band,361.5,1,0,361.5,Marmara,Website,1
ORD-12093,2025-06-09,Electronics,Wireless Earbuds,155.95,1,15,132.56,Southeastern Anatolia,Mobile App,4
ORD-11094,2025-06-10,Home & Living,Throw Blanket,406.07,1,0,406.07,Southeastern Anatolia,Mobile App,5
ORD-10038,2025-06-10,Beauty,Shampoo,125.93,1,20,100.74,Mediterranean,Website,5
ORD-11769,2025-06-10,Sports & Outdoor,Yoga Mat,318.52,1,0,318.52,Black Sea,Mobile App,1
ORD-10951,2025-06-10,Electronics,Smart Watch,839.39,2,0,1678.78,Eastern Anatolia,Mobile App,2
ORD-10033,2025-06-10,Apparel,Basic T-Shirt,203.23,1,0,203.23,Mediterranean,Website,5
ORD-10357,2025-06-11,Electronics,Phone Case,1076.02,1,0,1076.02,Marmara,Website,4
ORD-10439,2025-06-11,Electronics,Wireless Earbuds,978.38,2,0,1956.76,Southeastern Anatolia,Mobile App,1
ORD-10142,2025-06-11,Sports & Outdoor,Water Bottle,102.95,1,0,102.95,Mediterranean,Mobile App,5
ORD-10360,2025-06-12,Beauty,Face Serum,184.82,1,0,184.82,Mediterranean,Website,5
ORD-10421,2025-06-12,Apparel,Sock Set,91.69,2,0,183.38,Black Sea,Website,5
ORD-10942,2025-06-13,Apparel,Sweatshirt,261.22,1,10,235.1,Central Anatolia,Mobile App,4
ORD-10682,2025-06-13,Home & Living,Throw Blanket,189.49,1,20,151.59,Marmara,Website,4
ORD-11317,2025-06-13,Electronics,Phone Case,828.05,1,10,745.24,Central Anatolia,Mobile App,4
ORD-11718,2025-06-14,Sports & Outdoor,Fitness Band,134.24,1,0,134.24,Central Anatolia,Website,4
ORD-10573,2025-06-14,Electronics,Wireless Earbuds,185.36,2,0,370.72,Central Anatolia,Mobile App,4
ORD-10671,2025-06-14,Electronics,Bluetooth Speaker,186.69,3,0,560.07,Aegean,Mobile App,5
ORD-10144,2025-06-14,Electronics,Bluetooth Speaker,576.71,1,0,576.71,Central Anatolia,Website,3
ORD-11121,2025-06-14,Electronics,Bluetooth Speaker,753.82,1,0,753.82,Central Anatolia,Website,4
ORD-11457,2025-06-15,Electronics,Wireless Earbuds,453.65,2,10,816.57,Aegean,Website,4
ORD-10678,2025-06-15,Electronics,Power Bank,169.31,1,20,135.45,Aegean,Website,4
ORD-10985,2025-06-15,Beauty,Moisturizing Cream,266.07,1,0,266.07,Marmara,Mobile App,5
ORD-12083,2025-06-16,Apparel,Sock Set,233.39,1,0,233.39,Aegean,Website,5
ORD-10509,2025-06-17,Beauty,Face Serum,236.58,1,15,201.09,Marmara,Website,4
ORD-10712,2025-06-18,Apparel,Sweatshirt,136.12,1,0,136.12,Southeastern Anatolia,Mobile App,5
ORD-10919,2025-06-18,Beauty,Shampoo,370.52,1,0,370.52,Mediterranean,Website,5
ORD-12385,2025-06-19,Apparel,Sports Shorts,153.08,1,0,153.08,Southeastern Anatolia,Mobile App,5
ORD-12328,2025-06-19,Electronics,Wireless Earbuds,1105.0,2,0,2210.0,Southeastern Anatolia,Mobile App,5
ORD-11996,2025-06-20,Electronics,Phone Case,603.3,1,0,603.3,Marmara,Mobile App,5
ORD-10022,2025-06-21,Beauty,Moisturizing Cream,125.54,1,0,125.54,Aegean,Mobile App,5
ORD-11728,2025-06-21,Home & Living,Candle Set,106.33,2,15,180.76,Black Sea,Website,4
ORD-12017,2025-06-21,Apparel,Cap,337.62,3,0,1012.86,Marmara,Mobile App,5
ORD-10254,2025-06-21,Home & Living,Aroma Diffuser,314.27,2,0,628.54,Black Sea,Website,5
ORD-10887,2025-06-21,Electronics,Power Bank,468.38,3,20,1124.11,Aegean,Website,2
ORD-11960,2025-06-21,Sports & Outdoor,Yoga Mat,150.89,1,0,150.89,Marmara,Mobile App,4
ORD-10376,2025-06-21,Electronics,Phone Case,248.55,2,0,497.1,Black Sea,Website,4
ORD-12014,2025-06-21,Electronics,Wireless Earbuds,644.87,1,10,580.38,Eastern Anatolia,Desktop,4
ORD-12277,2025-06-22,Beauty,Face Serum,316.76,2,10,570.17,Marmara,Website,5
ORD-10746,2025-06-22,Sports & Outdoor,Backpack,170.96,2,15,290.63,Southeastern Anatolia,Desktop,5
ORD-11253,2025-06-22,Beauty,Shampoo,107.24,1,10,96.52,Marmara,Mobile App,3
ORD-11964,2025-06-23,Electronics,Phone Case,615.83,1,0,615.83,Black Sea,Mobile App,4
ORD-11216,2025-06-24,Home & Living,Candle Set,245.74,1,15,208.88,Marmara,Mobile App,5
ORD-12275,2025-06-24,Beauty,Sunscreen,311.08,1,0,311.08,Aegean,Website,5
ORD-11429,2025-06-24,Home & Living,Storage Box Set,85.65,1,0,85.65,Aegean,Mobile App,2
ORD-10405,2025-06-25,Electronics,Phone Case,1187.44,1,0,1187.44,Marmara,Mobile App,5
ORD-10166,2025-06-25,Beauty,Sunscreen,209.18,1,0,209.18,Marmara,Mobile App,4
ORD-12341,2025-06-25,Apparel,Sock Set,150.63,1,0,150.63,Marmara,Mobile App,4
ORD-10623,2025-06-26,Beauty,Moisturizing Cream,387.91,1,0,387.91,Mediterranean,Website,1
ORD-10825,2025-06-26,Home & Living,Throw Blanket,348.29,1,10,313.46,Eastern Anatolia,Website,4
ORD-10518,2025-06-26,Home & Living,Storage Box Set,177.78,1,0,177.78,Marmara,Mobile App,4
ORD-11225,2025-06-27,Apparel,Basic T-Shirt,188.14,1,0,188.14,Marmara,Website,1
ORD-11908,2025-06-27,Beauty,Shampoo,239.1,1,10,215.19,Mediterranean,Desktop,5
ORD-12196,2025-06-27,Beauty,Lipstick,164.35,1,0,164.35,Marmara,Mobile App,2
ORD-11139,2025-06-27,Sports & Outdoor,Yoga Mat,133.56,2,0,267.12,Aegean,Mobile App,4
ORD-10239,2025-06-27,Home & Living,Storage Box Set,276.93,1,0,276.93,Marmara,Desktop,3
ORD-10594,2025-06-28,Sports & Outdoor,Yoga Mat,547.66,1,30,383.36,Aegean,Website,5
ORD-10732,2025-06-28,Electronics,Power Bank,224.71,1,0,224.71,Southeastern Anatolia,Website,1
ORD-10905,2025-06-28,Apparel,Sweatshirt,304.07,1,10,273.66,Aegean,Mobile App,5
ORD-10017,2025-06-28,Home & Living,LED Desk Lamp,315.47,1,0,315.47,Southeastern Anatolia,Mobile App,5
ORD-11141,2025-06-28,Sports & Outdoor,Bike Lock,256.77,1,0,256.77,Southeastern Anatolia,Website,5
ORD-11073,2025-06-28,Electronics,Power Bank,301.2,3,0,903.6,Aegean,Mobile App,4
ORD-11795,2025-06-29,Apparel,Sweatshirt,290.75,1,0,290.75,Eastern Anatolia,Website,3
ORD-12004,2025-06-29,Sports & Outdoor,Backpack,352.93,1,0,352.93,Mediterranean,Mobile App,2
ORD-12243,2025-06-29,Electronics,Smart Watch,1137.68,1,0,1137.68,Marmara,Mobile App,2
ORD-11242,2025-06-30,Home & Living,Storage Box Set,117.23,1,0,117.23,Mediterranean,Mobile App,4
ORD-10863,2025-06-30,Sports & Outdoor,Backpack,447.41,1,20,357.93,Marmara,Website,3
ORD-11990,2025-06-30,Electronics,Phone Case,932.39,1,0,932.39,Mediterranean,Mobile App,5
ORD-12135,2025-07-01,Beauty,Lipstick,156.98,1,10,141.28,Eastern Anatolia,Website,2
ORD-10864,2025-07-01,Electronics,Bluetooth Speaker,469.71,3,0,1409.13,Mediterranean,Desktop,5
ORD-10326,2025-07-02,Home & Living,Aroma Diffuser,217.43,1,10,195.69,Mediterranean,Website,5
ORD-10766,2025-07-02,Sports & Outdoor,Backpack,432.57,1,0,432.57,Marmara,Mobile App,5
ORD-11555,2025-07-02,Apparel,Sweatshirt,199.57,1,0,199.57,Marmara,Desktop,4
ORD-10988,2025-07-02,Home & Living,Candle Set,140.89,1,20,112.71,Mediterranean,Mobile App,4
ORD-11265,2025-07-03,Electronics,Power Bank,933.63,1,0,933.63,Central Anatolia,Website,2
ORD-10640,2025-07-03,Electronics,Smart Watch,202.87,1,0,202.87,Aegean,Mobile App,4
ORD-12251,2025-07-04,Home & Living,LED Desk Lamp,171.91,1,0,171.91,Central Anatolia,Desktop,4
ORD-11963,2025-07-04,Beauty,Shampoo,110.54,1,0,110.54,Marmara,Mobile App,4
ORD-12055,2025-07-04,Beauty,Lipstick,107.47,1,0,107.47,Mediterranean,Website,5
ORD-12171,2025-07-05,Sports & Outdoor,Backpack,494.52,1,0,494.52,Eastern Anatolia,Mobile App,4
ORD-11227,2025-07-05,Beauty,Shampoo,102.29,1,0,102.29,Marmara,Mobile App,5
ORD-11424,2025-07-05,Electronics,Bluetooth Speaker,272.72,3,0,818.16,Marmara,Mobile App,4
ORD-11197,2025-07-05,Electronics,Power Bank,657.16,2,0,1314.32,Mediterranean,Mobile App,4
ORD-12390,2025-07-06,Apparel,Cap,112.73,1,0,112.73,Central Anatolia,Mobile App,3
ORD-11249,2025-07-06,Apparel,Cap,100.09,1,0,100.09,Aegean,Website,4
ORD-10744,2025-07-06,Electronics,Power Bank,697.98,1,0,697.98,Eastern Anatolia,Website,4
ORD-10952,2025-07-07,Apparel,Basic T-Shirt,148.08,1,0,148.08,Marmara,Mobile App,3
ORD-12169,2025-07-08,Apparel,Sock Set,89.33,1,20,71.46,Aegean,Mobile App,5
ORD-12258,2025-07-08,Apparel,Basic T-Shirt,136.09,1,0,136.09,Aegean,Mobile App,5
ORD-11251,2025-07-08,Electronics,Phone Case,435.29,1,0,435.29,Central Anatolia,Website,1
ORD-10010,2025-07-09,Apparel,Sock Set,172.72,1,10,155.45,Aegean,Mobile App,4
ORD-12054,2025-07-09,Home & Living,Candle Set,203.65,1,0,203.65,Central Anatolia,Website,5
ORD-11036,2025-07-09,Beauty,Lipstick,85.58,1,20,68.46,Marmara,Mobile App,4
ORD-11174,2025-07-09,Electronics,Smart Watch,872.63,1,10,785.37,Marmara,Mobile App,3
ORD-10926,2025-07-10,Beauty,Lipstick,342.71,1,0,342.71,Marmara,Mobile App,4
ORD-11040,2025-07-10,Home & Living,LED Desk Lamp,93.77,2,0,187.54,Eastern Anatolia,Website,4
ORD-11374,2025-07-10,Apparel,Basic T-Shirt,286.56,1,0,286.56,Mediterranean,Mobile App,2
ORD-10761,2025-07-10,Home & Living,Storage Box Set,412.03,1,0,412.03,Marmara,Website,4
ORD-11615,2025-07-10,Electronics,Smart Watch,548.9,1,0,548.9,Eastern Anatolia,Website,5
ORD-10835,2025-07-11,Apparel,Cap,91.36,2,0,182.72,Aegean,Mobile App,4
ORD-10243,2025-07-11,Apparel,Sock Set,343.38,1,15,291.87,Black Sea,Website,3
ORD-10586,2025-07-12,Apparel,Sock Set,264.49,1,0,264.49,Black Sea,Mobile App,5
ORD-11933,2025-07-12,Electronics,Phone Case,1162.55,1,0,1162.55,Marmara,Mobile App,3
ORD-10200,2025-07-12,Beauty,Face Serum,94.65,2,30,132.51,Mediterranean,Mobile App,4
ORD-12256,2025-07-12,Electronics,Bluetooth Speaker,709.14,1,0,709.14,Marmara,Mobile App,5
ORD-10674,2025-07-13,Home & Living,LED Desk Lamp,288.77,2,0,577.54,Southeastern Anatolia,Website,3
ORD-10426,2025-07-13,Sports & Outdoor,Fitness Band,293.54,1,0,293.54,Mediterranean,Mobile App,5
ORD-12203,2025-07-13,Home & Living,Throw Blanket,251.73,1,15,213.97,Central Anatolia,Mobile App,5
ORD-11808,2025-07-15,Sports & Outdoor,Fitness Band,145.99,1,0,145.99,Aegean,Mobile App,4
ORD-12397,2025-07-15,Beauty,Moisturizing Cream,183.46,1,0,183.46,Marmara,Website,5
ORD-12048,2025-07-16,Apparel,Sports Shorts,313.18,1,0,313.18,Aegean,Mobile App,1
ORD-11333,2025-07-16,Electronics,Power Bank,1176.29,1,0,1176.29,Marmara,Mobile App,1
ORD-12348,2025-07-16,Apparel,Sports Shorts,148.68,2,0,297.36,Mediterranean,Website,5
ORD-10893,2025-07-16,Electronics,Power Bank,1037.26,1,0,1037.26,Marmara,Mobile App,5
ORD-11133,2025-07-17,Home & Living,Candle Set,84.74,1,0,84.74,Marmara,Mobile App,2
ORD-11033,2025-07-18,Electronics,Power Bank,1116.04,1,0,1116.04,Eastern Anatolia,Mobile App,5
ORD-11862,2025-07-18,Apparel,Sweatshirt,246.47,1,30,172.53,Mediterranean,Mobile App,4
ORD-10687,2025-07-18,Sports & Outdoor,Bike Lock,504.85,2,0,1009.7,Central Anatolia,Mobile App,2
ORD-12314,2025-07-18,Sports & Outdoor,Bike Lock,135.89,1,30,95.12,Central Anatolia,Mobile App,2
ORD-11819,2025-07-18,Electronics,Power Bank,960.4,2,0,1920.8,Marmara,Mobile App,4
ORD-12329,2025-07-18,Apparel,Basic T-Shirt,152.47,3,0,457.41,Mediterranean,Mobile App,5
ORD-11912,2025-07-19,Electronics,Power Bank,461.55,2,0,923.1,Central Anatolia,Mobile App,5
ORD-12183,2025-07-20,Apparel,Sock Set,84.35,1,0,84.35,Eastern Anatolia,Website,4
ORD-12298,2025-07-21,Apparel,Sock Set,163.36,1,0,163.36,Aegean,Mobile App,5
ORD-11122,2025-07-21,Electronics,Bluetooth Speaker,319.03,1,20,255.22,Marmara,Mobile App,2
ORD-11794,2025-07-22,Sports & Outdoor,Backpack,511.59,2,0,1023.18,Mediterranean,Website,5
ORD-11206,2025-07-22,Beauty,Sunscreen,103.38,1,0,103.38,Eastern Anatolia,Mobile App,4
ORD-10025,2025-07-22,Sports & Outdoor,Backpack,213.5,2,0,427.0,Eastern Anatolia,Mobile App,3
ORD-12239,2025-07-22,Sports & Outdoor,Fitness Band,127.07,1,0,127.07,Black Sea,Desktop,4
ORD-11853,2025-07-22,Beauty,Shampoo,321.96,1,0,321.96,Aegean,Mobile App,5
ORD-10818,2025-07-22,Beauty,Moisturizing Cream,271.24,1,0,271.24,Marmara,Mobile App,5
ORD-11066,2025-07-23,Beauty,Moisturizing Cream,234.4,1,0,234.4,Black Sea,Website,2
ORD-10975,2025-07-23,Apparel,Sweatshirt,235.25,1,0,235.25,Marmara,Mobile App,5
ORD-10436,2025-07-23,Beauty,Face Serum,103.91,1,10,93.52,Mediterranean,Website,2
ORD-10902,2025-07-23,Sports & Outdoor,Yoga Mat,178.24,1,0,178.24,Marmara,Mobile App,3
ORD-12123,2025-07-23,Beauty,Lipstick,286.12,1,30,200.28,Mediterranean,Desktop,5
ORD-10337,2025-07-24,Home & Living,Aroma Diffuser,137.86,2,0,275.72,Central Anatolia,Website,5
ORD-10495,2025-07-25,Beauty,Sunscreen,181.2,3,0,543.6,Marmara,Website,4
ORD-11425,2025-07-25,Electronics,Power Bank,500.51,1,0,500.51,Marmara,Website,5
ORD-11091,2025-07-25,Electronics,Smart Watch,731.67,1,0,731.67,Southeastern Anatolia,Website,4
ORD-10688,2025-07-25,Apparel,Sports Shorts,60.01,1,0,60.01,Marmara,Mobile App,4
ORD-10878,2025-07-25,Apparel,Cap,146.38,1,0,146.38,Marmara,Mobile App,5
ORD-12225,2025-07-26,Beauty,Shampoo,256.63,2,0,513.26,Black Sea,Desktop,5
ORD-11325,2025-07-26,Apparel,Cap,151.81,1,0,151.81,Central Anatolia,Website,4
ORD-10537,2025-07-26,Electronics,Power Bank,898.61,1,0,898.61,Southeastern Anatolia,Mobile App,4
ORD-11890,2025-07-26,Electronics,Phone Case,798.94,1,0,798.94,Southeastern Anatolia,Website,4
ORD-11720,2025-07-27,Electronics,Wireless Earbuds,319.49,1,10,287.54,Black Sea,Mobile App,4
ORD-10642,2025-07-27,Beauty,Sunscreen,335.89,1,0,335.89,Marmara,Mobile App,4
